q_id,cord_id
29,wow01j26
29,xwmr7up9
29,k7rkmov7
29,q6tivb7h
29,mzv4zik0
29,5li3krok
29,cf39dhpo
29,1vo72gop
29,67he6jlx
29,v5r69jmq
29,rwxjlhid
29,kugr54if
29,nrdiqees
29,gqzelcxn
29,k1retwa4
29,6dvpqgf5
29,z1qbwplu
29,w955lam3
29,667urmpq
29,es9zk553
29,5t8yuq4v
29,mk4znhd9
29,3xb4lumz
29,3jnszsrg
29,vqz6b7zy
29,5yan9fcn
29,n7nyh4zp
29,nzyp4p6s
29,6s8tmrcz
29,86stuueg
29,d3bvhhig
29,d53ntyb5
29,on97zu6w
29,us9n9724
29,5fq57ma3
29,qd9bh7jk
29,64v9bbxl
29,fknwxxkc
29,547q3vf6
29,ctd9sutv
29,fb04slz0
29,bnv38la3
29,xwvtjm6s
30,81t59up3
30,oo8wler1
30,3r0nqzgu
30,qcu73sdu
30,hxhohtmj
30,1vo72gop
30,00weh5ta
30,41i20yuy
30,17oiye59
30,3x192cnt
30,sq93cz2b
30,w3asioz9
30,wow01j26
30,xwmr7up9
30,k7rkmov7
30,xndrlnav
30,q6tivb7h
30,nuhrd92z
30,mzv4zik0
30,5li3krok
30,cf39dhpo
30,67he6jlx
30,6agnsbyd
30,4qjvf2xw
30,v5r69jmq
30,rwxjlhid
30,nrdiqees
30,gqzelcxn
30,0ybn2igj
30,feen4e8w
30,e4bwrobw
30,upse5uh2
30,k1retwa4
30,ypli7wtu
30,wfq2ka4s
30,6vl2kki0
30,6dvpqgf5
30,69vtpulx
30,311i3x9d
30,hk1r5ry4
30,fb04slz0
30,z1qbwplu
30,fu9n7xg2
30,bnv38la3
30,w955lam3
30,2zrn6jqg
30,667urmpq
30,jqjtbkda
30,n593kh7u
30,es9zk553
31,81t59up3
31,3r0nqzgu
31,qcu73sdu
31,hxhohtmj
31,00weh5ta
31,17oiye59
31,34hcg3iv
31,w3asioz9
31,wow01j26
31,xwmr7up9
31,k7rkmov7
31,q6tivb7h
31,mzv4zik0
31,5bxzejzq
31,5li3krok
31,cf39dhpo
31,5xeergll
31,1vo72gop
31,67he6jlx
31,v5r69jmq
31,rwxjlhid
31,nrdiqees
31,gqzelcxn
31,14gcu1se
31,e4bwrobw
31,k1retwa4
31,6dvpqgf5
31,z1qbwplu
31,w955lam3
31,qa58kts6
31,667urmpq
31,es9zk553
31,5t8yuq4v
31,mk4znhd9
31,3xb4lumz
31,3jnszsrg
31,5yan9fcn
31,nzyp4p6s
31,6s8tmrcz
31,86stuueg
31,d3bvhhig
31,d53ntyb5
31,on97zu6w
31,us9n9724
31,5fq57ma3
31,qd9bh7jk
31,64v9bbxl
31,fknwxxkc
31,547q3vf6
31,ctd9sutv
32,81t59up3
32,3r0nqzgu
32,qcu73sdu
32,3fnwosst
32,6vxj083j
32,xkmarj73
32,hxhohtmj
32,wow01j26
32,q6tivb7h
32,00weh5ta
32,mzv4zik0
32,17oiye59
32,rzuhfrbb
32,k1retwa4
32,es9zk553
32,w3asioz9
32,xwmr7up9
32,k7rkmov7
32,36dhfptw
32,w955lam3
32,xndczw98
32,5li3krok
32,cf39dhpo
32,1vo72gop
32,67he6jlx
32,v5r69jmq
32,kkmglk9x
32,rwxjlhid
32,nrdiqees
32,gqzelcxn
32,vx55i006
32,mkz7z38o
32,ivh2dp0v
32,mnvievju
32,a7bhno7z
32,v6h1yro7
32,hcpa8ej5
32,6dvpqgf5
32,z1qbwplu
32,tg8kfiot
32,y0np2ipv
32,tf34z0x6
32,w1l8h8g8
32,lbm8t6cf
32,hmeg2t9m
32,gb24x2kg
32,667urmpq
32,feen4e8w
32,5t8yuq4v
32,mk4znhd9
33,81t59up3
33,3r0nqzgu
33,qcu73sdu
33,hxhohtmj
33,n4xczdat
33,lqdkywwa
33,00weh5ta
33,eisfz30c
33,17oiye59
33,w2axjs9n
33,jz0bv5c7
33,w3asioz9
33,wow01j26
33,xwmr7up9
33,k7rkmov7
33,q6tivb7h
33,mzv4zik0
33,5li3krok
33,cf39dhpo
33,1vo72gop
33,67he6jlx
33,v5r69jmq
33,vx55i006
33,rwxjlhid
33,nrdiqees
33,gqzelcxn
33,k1retwa4
33,e4bwrobw
33,6dvpqgf5
33,z1qbwplu
33,ckgmv7rt
33,mtmgur1u
33,w955lam3
33,667urmpq
33,es9zk553
33,5t8yuq4v
33,mk4znhd9
33,3xb4lumz
33,68193u0a
33,3jnszsrg
33,5yan9fcn
33,nzyp4p6s
33,6s8tmrcz
33,86stuueg
33,d3bvhhig
33,4ts8hb0x
33,d53ntyb5
33,on97zu6w
33,us9n9724
33,5fq57ma3
34,3r0nqzgu
34,81t59up3
34,qcu73sdu
34,3fnwosst
34,949kilgs
34,a564l6vs
34,hxhohtmj
34,z1xao2ic
34,q6tivb7h
34,00weh5ta
34,17oiye59
34,7nwq4vxk
34,w3asioz9
34,wow01j26
34,xwmr7up9
34,k7rkmov7
34,k1retwa4
34,9rnvawfa
34,36dhfptw
34,mzv4zik0
34,5li3krok
34,9uyeflgg
34,cf39dhpo
34,1vo72gop
34,67he6jlx
34,ix5un6c9
34,v5r69jmq
34,a7bhno7z
34,rwxjlhid
34,tf34z0x6
34,ckkddt4r
34,nrdiqees
34,34hcg3iv
34,gqzelcxn
34,zfhfgwsm
34,q4429b35
34,ezas9ird
34,rbhpe5wx
34,mf0vh6iu
34,6dvpqgf5
34,z1qbwplu
34,50vfrmp7
34,ipxu977x
34,hk1r5ry4
34,w955lam3
34,2dczotbh
34,px0twvhs
34,l9c1x7tb
34,667urmpq
34,es9zk553
