q_id,cord_id
28,ijdzinx8
28,e3t1f0rt
28,qbkkhfcb
28,pcs4jtmc
28,7hiss0j3
28,dmc8wjyl
28,hth8f5sn
28,i289urz8
28,ebx603bn
28,dq0xgavu
28,j58f1lwa
28,50slzxj0
28,jgvqqeg3
28,uwd1f2cl
28,q6kkefk4
28,jn8evem2
28,juz9jnfk
28,sdg9zdc1
28,r04wnjht
28,dxtkdhdd
28,b6ajrj1m
28,o6oti9hb
28,fpoztmcl
28,4bptq8hx
28,35b30x24
28,v9an24rg
28,xcfk4efo
28,4bncbqsb
28,t5bz4kmk
28,pc1s093k
28,auwm2qj0
28,1jhzvrl3
28,wow470k7
28,lk3im70b
28,d4h9016a
29,ej8fx52u
29,gioqkeda
29,adf5ttfd
29,b3vbaedz
29,myh73pe6
29,0p9o5lty
29,f89s8pgd
29,0xvfis28
29,o0e02chr
29,d0qr84xg
29,kfwbqp4p
29,mg02sml8
29,0jlsaypc
29,lw4mb9t3
29,lp7hd44l
29,ijdzinx8
29,e3t1f0rt
29,qbkkhfcb
29,pcs4jtmc
29,7hiss0j3
29,dmc8wjyl
29,hth8f5sn
29,i289urz8
29,ebx603bn
29,dq0xgavu
29,j58f1lwa
29,50slzxj0
29,jgvqqeg3
29,uwd1f2cl
29,q6kkefk4
29,jn8evem2
29,juz9jnfk
29,sdg9zdc1
29,r04wnjht
29,dxtkdhdd
29,b6ajrj1m
29,o6oti9hb
29,fpoztmcl
29,4bptq8hx
29,35b30x24
29,v9an24rg
29,xcfk4efo
29,4bncbqsb
29,t5bz4kmk
29,pc1s093k
29,auwm2qj0
29,1jhzvrl3
29,wow470k7
29,lk3im70b
29,d4h9016a
30,ej8fx52u
30,gioqkeda
30,adf5ttfd
30,b3vbaedz
30,myh73pe6
30,0p9o5lty
30,f89s8pgd
30,0xvfis28
30,o0e02chr
30,d0qr84xg
30,kfwbqp4p
30,mg02sml8
30,0jlsaypc
30,lw4mb9t3
30,lp7hd44l
30,ijdzinx8
30,e3t1f0rt
30,qbkkhfcb
30,pcs4jtmc
30,7hiss0j3
30,dmc8wjyl
30,hth8f5sn
30,i289urz8
30,ebx603bn
30,dq0xgavu
30,j58f1lwa
30,50slzxj0
30,jgvqqeg3
30,uwd1f2cl
30,q6kkefk4
30,jn8evem2
30,juz9jnfk
30,sdg9zdc1
30,r04wnjht
30,dxtkdhdd
30,b6ajrj1m
30,o6oti9hb
30,fpoztmcl
30,4bptq8hx
30,35b30x24
30,v9an24rg
30,xcfk4efo
30,4bncbqsb
30,t5bz4kmk
30,pc1s093k
30,auwm2qj0
30,1jhzvrl3
30,wow470k7
30,lk3im70b
30,d4h9016a
31,ej8fx52u
31,gioqkeda
31,adf5ttfd
31,b3vbaedz
31,myh73pe6
31,0p9o5lty
31,f89s8pgd
31,0xvfis28
31,o0e02chr
31,d0qr84xg
31,kfwbqp4p
31,mg02sml8
31,0jlsaypc
31,lw4mb9t3
31,lp7hd44l
31,ijdzinx8
31,e3t1f0rt
31,qbkkhfcb
31,pcs4jtmc
31,7hiss0j3
31,dmc8wjyl
31,hth8f5sn
31,i289urz8
31,ebx603bn
31,dq0xgavu
31,j58f1lwa
31,50slzxj0
31,jgvqqeg3
31,uwd1f2cl
31,q6kkefk4
31,jn8evem2
31,juz9jnfk
31,sdg9zdc1
31,r04wnjht
31,dxtkdhdd
31,b6ajrj1m
31,o6oti9hb
31,fpoztmcl
31,4bptq8hx
31,35b30x24
31,v9an24rg
31,xcfk4efo
31,4bncbqsb
31,t5bz4kmk
31,pc1s093k
31,auwm2qj0
31,1jhzvrl3
31,wow470k7
31,lk3im70b
31,d4h9016a
32,ej8fx52u
32,gioqkeda
32,adf5ttfd
32,b3vbaedz
32,myh73pe6
32,0p9o5lty
32,f89s8pgd
32,0xvfis28
32,o0e02chr
32,d0qr84xg
32,kfwbqp4p
32,mg02sml8
32,0jlsaypc
32,lw4mb9t3
32,lp7hd44l
32,ijdzinx8
32,e3t1f0rt
32,qbkkhfcb
32,pcs4jtmc
32,7hiss0j3
32,dmc8wjyl
32,hth8f5sn
32,i289urz8
32,ebx603bn
32,dq0xgavu
32,j58f1lwa
32,50slzxj0
32,jgvqqeg3
32,uwd1f2cl
32,q6kkefk4
32,jn8evem2
32,juz9jnfk
32,sdg9zdc1
32,r04wnjht
32,dxtkdhdd
32,b6ajrj1m
32,o6oti9hb
32,fpoztmcl
32,4bptq8hx
32,35b30x24
32,v9an24rg
32,xcfk4efo
32,4bncbqsb
32,t5bz4kmk
32,pc1s093k
32,auwm2qj0
32,1jhzvrl3
32,wow470k7
32,lk3im70b
32,d4h9016a
33,ej8fx52u
33,gioqkeda
33,adf5ttfd
33,b3vbaedz
33,myh73pe6
33,0p9o5lty
33,f89s8pgd
33,0xvfis28
33,o0e02chr
33,d0qr84xg
33,kfwbqp4p
33,mg02sml8
33,0jlsaypc
33,lw4mb9t3
33,lp7hd44l
33,ijdzinx8
33,e3t1f0rt
33,qbkkhfcb
33,pcs4jtmc
33,7hiss0j3
33,dmc8wjyl
33,hth8f5sn
33,i289urz8
33,ebx603bn
33,dq0xgavu
33,j58f1lwa
33,50slzxj0
33,jgvqqeg3
33,uwd1f2cl
33,q6kkefk4
33,jn8evem2
33,juz9jnfk
33,sdg9zdc1
33,r04wnjht
33,dxtkdhdd
33,b6ajrj1m
33,o6oti9hb
33,fpoztmcl
33,4bptq8hx
33,35b30x24
33,v9an24rg
33,xcfk4efo
33,4bncbqsb
33,t5bz4kmk
33,pc1s093k
33,auwm2qj0
33,1jhzvrl3
33,wow470k7
33,lk3im70b
33,d4h9016a
34,ej8fx52u
34,gioqkeda
34,adf5ttfd
34,b3vbaedz
34,myh73pe6
34,0p9o5lty
34,f89s8pgd
34,0xvfis28
34,o0e02chr
34,d0qr84xg
34,kfwbqp4p
34,mg02sml8
34,0jlsaypc
34,lw4mb9t3
34,lp7hd44l
34,ijdzinx8
34,e3t1f0rt
34,qbkkhfcb
34,pcs4jtmc
34,7hiss0j3
34,dmc8wjyl
34,hth8f5sn
34,i289urz8
34,ebx603bn
34,dq0xgavu
34,j58f1lwa
34,50slzxj0
34,jgvqqeg3
34,uwd1f2cl
34,q6kkefk4
34,jn8evem2
34,juz9jnfk
34,sdg9zdc1
34,r04wnjht
34,dxtkdhdd
34,b6ajrj1m
34,o6oti9hb
34,fpoztmcl
34,4bptq8hx
34,35b30x24
34,v9an24rg
34,xcfk4efo
34,4bncbqsb
34,t5bz4kmk
34,pc1s093k
34,auwm2qj0
34,1jhzvrl3
34,wow470k7
34,lk3im70b
34,d4h9016a
